id,comprador_id,nome_comprador,email_comprador,cpf_comprador,telefone_comprador,pedido_id,produto_id,nome_produto,categoria,preco_unitario,quantidade,total,metodo_pagamento,status_pedido,data_pedido,enderecos_entrega,transportadora,codigo_rastreamento,status_envio,vendedor_id,nome_vendedor,cnpj_vendedor,telefone_vendedor,endereco_vendedor,data_entrega,avaliacao,comentario
322,93,Priscila Azevedo,priscila@email.com,327.646.701-65,(11) 92735-6497,1149,158,Sanduicheira,Eletrodomésticos,120.0,5,600.0,Boleto,Em Processamento,2025-03-04 13:38:25,"Av. Brasil, 741 - Aracaju, SE",Correios,,Aguardando Processamento,12,Gourmet Express,37.582.916/0001-84,(29) 99057-6265,"Rua da Gastronomia, 1200 - Florianópolis, SC",,,
323,15,Paulo Lima,paulo@email.com,835.594.704-67,(11) 91051-7413,4372,219,Óculos VR,Games,2000.0,1,2000.0,Cartão de Crédito,Enviado,2024-12-30 13:38:25,"Av. Getúlio Vargas, 789 - Salvador, BA",Correios,TRK43726475,Em Trânsito,2,Gadget World,65.362.272/0001-33,(54) 95918-9988,"Av. dos Acessórios, 200 - Rio de Janeiro, RJ",2024-12-31,,
324,15,Paulo Lima,paulo@email.com,835.594.704-67,(11) 91051-7413,4372,202,Pasta Térmica,Informática,30.0,3,90.0,Boleto,Enviado,2024-12-30 13:38:25,"Av. Getúlio Vargas, 789 - Salvador, BA",Correios,TRK43726475,Em Trânsito,2,Gadget World,65.362.272/0001-33,(54) 95918-9988,"Av. dos Acessórios, 200 - Rio de Janeiro, RJ",2024-12-31,,
325,15,Paulo Lima,paulo@email.com,835.594.704-67,(11) 91051-7413,4372,251,Cesto,Casa e Decoração,80.0,5,400.0,Boleto,Enviado,2024-12-30 13:38:25,"Av. Getúlio Vargas, 789 - Salvador, BA",Correios,TRK43726475,Em Trânsito,2,Gadget World,65.362.272/0001-33,(54) 95918-9988,"Av. dos Acessórios, 200 - Rio de Janeiro, RJ",2024-12-31,,
326,15,Paulo Lima,paulo@email.com,835.594.704-67,(11) 91051-7413,4372,240,Bebedouro Automático,Casa Inteligente,250.0,1,250.0,Cartão de Crédito,Enviado,2024-12-30 13:38:25,"Av. Getúlio Vargas, 789 - Salvador, BA",Correios,TRK43726475,Em Trânsito,2,Gadget World,65.362.272/0001-33,(54) 95918-9988,"Av. dos Acessórios, 200 - Rio de Janeiro, RJ",2024-12-31,,
327,91,Nicole Monteiro,nicole@email.com,194.263.977-37,(11) 91388-1588,5970,136,Violão,Instrumentos Musicais,800.0,5,4000.0,Boleto,Entregue,2024-12-24 13:38:25,"Av. das Palmeiras, 741 - Canoas, RS",Correios,TRK59709133,Entregue,4,Photo Gear,73.625.717/0001-86,(55) 91893-7769,"Alameda das Câmeras, 400 - Belo Horizonte, MG",2024-12-27,2,Entrega sem aviso prévio.
328,91,Nicole Monteiro,nicole@email.com,194.263.977-37,(11) 91388-1588,5970,181,Smart TV,Eletrônicos,3000.0,5,15000.0,Cartão de Crédito,Entregue,2024-12-24 13:38:25,"Av. das Palmeiras, 741 - Canoas, RS",Correios,TRK59709133,Entregue,4,Photo Gear,73.625.717/0001-86,(55) 91893-7769,"Alameda das Câmeras, 400 - Belo Horizonte, MG",2024-12-27,1,Entrega demorou mais que o esperado.
329,99,Viviane Brito,viviane@email.com,458.841.315-93,(11) 97560-3913,6950,131,Calça Jeans,Vestuário,199.9,1,199.9,Cartão de Crédito,Entregue,2024-12-24 13:38:25,"Av. das Araucárias, 852 - Londrina, PR",FedEx,TRK69506936,Entregue,9,Beauty Box,45.926.184/0001-73,(91) 99579-5271,"Alameda da Beleza, 900 - Fortaleza, CE",2024-12-27,5,Entrega com rastreamento preciso.
330,12,Maria Oliveira,maria@email.com,878.980.477-83,(11) 93976-8211,1899,253,Porta-joias,Casa e Decoração,90.0,5,450.0,Cartão de Crédito,Em Processamento,2024-12-29 13:38:25,"Rua XV de Novembro, 200 - Curitiba, PR",DHL,,Aguardando Processamento,4,Photo Gear,73.625.717/0001-86,(55) 91893-7769,"Alameda das Câmeras, 400 - Belo Horizonte, MG",,,
331,12,Maria Oliveira,maria@email.com,878.980.477-83,(11) 93976-8211,1899,207,Adaptador USB-C,Acessórios,90.0,2,180.0,Pix,Em Processamento,2024-12-29 13:38:25,"Rua XV de Novembro, 200 - Curitiba, PR",DHL,,Aguardando Processamento,4,Photo Gear,73.625.717/0001-86,(55) 91893-7769,"Alameda das Câmeras, 400 - Belo Horizonte, MG",,,
332,12,Maria Oliveira,maria@email.com,878.980.477-83,(11) 93976-8211,1899,245,Almofada,Casa e Decoração,80.0,4,320.0,Cartão de Crédito,Em Processamento,2024-12-29 13:38:25,"Rua XV de Novembro, 200 - Curitiba, PR",DHL,,Aguardando Processamento,4,Photo Gear,73.625.717/0001-86,(55) 91893-7769,"Alameda das Câmeras, 400 - Belo Horizonte, MG",,,
333,12,Maria Oliveira,maria@email.com,878.980.477-83,(11) 93976-8211,1899,228,Tomada Inteligente,Casa Inteligente,120.0,4,480.0,Cartão de Crédito,Em Processamento,2024-12-29 13:38:25,"Rua XV de Novembro, 200 - Curitiba, PR",DHL,,Aguardando Processamento,4,Photo Gear,73.625.717/0001-86,(55) 91893-7769,"Alameda das Câmeras, 400 - Belo Horizonte, MG",,,
334,65,Natália Gomes,natalia@email.com,567.719.521-47,(11) 94379-2051,6206,288,Faixa Elástica,Esportes,50.0,5,250.0,Cartão de Crédito,Aprovado,2025-01-12 13:38:25,"Av. Amazonas, 432 - Campo Grande, MS",Correios,TRK62061074,Em Separação,7,Home & Design,14.739.582/0001-90,(89) 94726-6982,"Av. da Decoração, 700 - Recife, PE",,,
335,65,Natália Gomes,natalia@email.com,567.719.521-47,(11) 94379-2051,6206,152,Máquina de Lavar,Eletrodomésticos,2000.0,3,6000.0,Cartão de Crédito,Aprovado,2025-01-12 13:38:25,"Av. Amazonas, 432 - Campo Grande, MS",Correios,TRK62061074,Em Separação,7,Home & Design,14.739.582/0001-90,(89) 94726-6982,"Av. da Decoração, 700 - Recife, PE",,,
336,80,Caio Sousa,caio@email.com,250.736.957-21,(11) 91514-1584,7805,175,Cooktop,Eletrodomésticos,800.0,3,2400.0,Pix,Entregue,2025-01-19 13:38:25,"Av. Goiás, 567 - Goiânia, GO",Transportadora Local,TRK78055378,Entregue,5,PC Master,88.553.927/0001-47,(96) 92292-5500,"Av. da Tecnologia, 500 - Porto Alegre, RS",2025-01-22,1,Produto com acabamento ruim.
337,80,Caio Sousa,caio@email.com,250.736.957-21,(11) 91514-1584,7805,140,Luminária,Casa e Decoração,200.0,5,1000.0,Boleto,Entregue,2025-01-19 13:38:25,"Av. Goiás, 567 - Goiânia, GO",Transportadora Local,TRK78055378,Entregue,5,PC Master,88.553.927/0001-47,(96) 92292-5500,"Av. da Tecnologia, 500 - Porto Alegre, RS",2025-01-22,1,Produto não correspondeu totalmente à descrição.
338,80,Caio Sousa,caio@email.com,250.736.957-21,(11) 91514-1584,7805,146,Estante,Móveis,600.0,2,1200.0,Boleto,Entregue,2025-01-19 13:38:25,"Av. Goiás, 567 - Goiânia, GO",Transportadora Local,TRK78055378,Entregue,5,PC Master,88.553.927/0001-47,(96) 92292-5500,"Av. da Tecnologia, 500 - Porto Alegre, RS",2025-01-22,1,Produto veio com pequeno defeito.
339,80,Caio Sousa,caio@email.com,250.736.957-21,(11) 91514-1584,7805,273,Depilador Elétrico,Beleza,200.0,3,600.0,Cartão de Crédito,Entregue,2025-01-19 13:38:25,"Av. Goiás, 567 - Goiânia, GO",Transportadora Local,TRK78055378,Entregue,5,PC Master,88.553.927/0001-47,(96) 92292-5500,"Av. da Tecnologia, 500 - Porto Alegre, RS",2025-01-22,4,Vendedor muito atencioso.
340,80,Caio Sousa,caio@email.com,250.736.957-21,(11) 91514-1584,7805,225,Kit Segurança,Segurança,1500.0,5,7500.0,Boleto,Entregue,2025-01-19 13:38:25,"Av. Goiás, 567 - Goiânia, GO",Transportadora Local,TRK78055378,Entregue,5,PC Master,88.553.927/0001-47,(96) 92292-5500,"Av. da Tecnologia, 500 - Porto Alegre, RS",2025-01-22,1,Produto com garantia não honrada.
341,77,Zélia Lopes,zelia@email.com,880.677.749-70,(11) 91628-2576,1968,255,Vela Aromática,Casa e Decoração,50.0,2,100.0,Cartão de Crédito,Entregue,2025-02-02 13:38:25,"Rua das Margaridas, 765 - Vitória, ES",Correios,TRK19681208,Entregue,15,Art Gallery,94.267.581/0001-37,(17) 97147-6158,"Av. das Artes, 1500 - João Pessoa, PB",2025-02-09,5,Produto com ótimo acabamento.
342,77,Zélia Lopes,zelia@email.com,880.677.749-70,(11) 91628-2576,1968,131,Calça Jeans,Vestuário,199.9,3,599.7,Pix,Entregue,2025-02-02 13:38:25,"Rua das Margaridas, 765 - Vitória, ES",Correios,TRK19681208,Entregue,15,Art Gallery,94.267.581/0001-37,(17) 97147-6158,"Av. das Artes, 1500 - João Pessoa, PB",2025-02-09,1,Entrega sem aviso prévio.
343,77,Zélia Lopes,zelia@email.com,880.677.749-70,(11) 91628-2576,1968,149,Micro-ondas,Eletrodomésticos,600.0,4,2400.0,Cartão de Crédito,Entregue,2025-02-02 13:38:25,"Rua das Margaridas, 765 - Vitória, ES",Correios,TRK19681208,Entregue,15,Art Gallery,94.267.581/0001-37,(17) 97147-6158,"Av. das Artes, 1500 - João Pessoa, PB",2025-02-09,2,Produto com defeito de fábrica.
344,68,Quirino Teixeira,quirino@email.com,264.496.143-63,(11) 99326-8049,1929,259,Ventilador de Mesa,Eletrodomésticos,150.0,5,750.0,Cartão de Crédito,Em Processamento,2025-01-31 13:38:25,"Av. Independência, 357 - Niterói, RJ",Transportadora Local,,Aguardando Processamento,10,Kids Paradise,83.157.492/0001-38,(43) 94292-4504,"Rua dos Brinquedos, 1000 - Manaus, AM",,,
345,68,Quirino Teixeira,quirino@email.com,264.496.143-63,(11) 99326-8049,1929,299,Cotoveleira,Esportes,80.0,1,80.0,Boleto,Em Processamento,2025-01-31 13:38:25,"Av. Independência, 357 - Niterói, RJ",Transportadora Local,,Aguardando Processamento,10,Kids Paradise,83.157.492/0001-38,(43) 94292-4504,"Rua dos Brinquedos, 1000 - Manaus, AM",,,
346,68,Quirino Teixeira,quirino@email.com,264.496.143-63,(11) 99326-8049,1929,120,Estabilizador,Fotografia,900.0,1,900.0,Cartão de Crédito,Em Processamento,2025-01-31 13:38:25,"Av. Independência, 357 - Niterói, RJ",Transportadora Local,,Aguardando Processamento,10,Kids Paradise,83.157.492/0001-38,(43) 94292-4504,"Rua dos Brinquedos, 1000 - Manaus, AM",,,
347,68,Quirino Teixeira,quirino@email.com,264.496.143-63,(11) 99326-8049,1929,264,Chuveiro Elétrico,Eletrodomésticos,150.0,5,750.0,Pix,Em Processamento,2025-01-31 13:38:25,"Av. Independência, 357 - Niterói, RJ",Transportadora Local,,Aguardando Processamento,10,Kids Paradise,83.157.492/0001-38,(43) 94292-4504,"Rua dos Brinquedos, 1000 - Manaus, AM",,,
348,68,Quirino Teixeira,quirino@email.com,264.496.143-63,(11) 99326-8049,1929,294,Saco de Pancada,Esportes,300.0,3,900.0,Pix,Em Processamento,2025-01-31 13:38:25,"Av. Independência, 357 - Niterói, RJ",Transportadora Local,,Aguardando Processamento,10,Kids Paradise,83.157.492/0001-38,(43) 94292-4504,"Rua dos Brinquedos, 1000 - Manaus, AM",,,
349,51,Zara Fonseca,zara@email.com,354.269.776-20,(11) 91293-3283,7477,128,Boneca,Brinquedos,150.0,2,300.0,Pix,Em Processamento,2025-01-16 13:38:25,"Alameda Santos, 300 - São Paulo, SP",Correios,,Aguardando Processamento,3,Book Haven,67.116.987/0001-64,(21) 98954-8859,"Rua dos Livros, 300 - Curitiba, PR",,,
350,51,Zara Fonseca,zara@email.com,354.269.776-20,(11) 91293-3283,7477,211,Suporte para Celular,Acessórios,50.0,1,50.0,Pix,Em Processamento,2025-01-16 13:38:25,"Alameda Santos, 300 - São Paulo, SP",Correios,,Aguardando Processamento,3,Book Haven,67.116.987/0001-64,(21) 98954-8859,"Rua dos Livros, 300 - Curitiba, PR",,,
351,51,Zara Fonseca,zara@email.com,354.269.776-20,(11) 91293-3283,7477,156,Churrasqueira Elétrica,Eletrodomésticos,300.0,1,300.0,Boleto,Em Processamento,2025-01-16 13:38:25,"Alameda Santos, 300 - São Paulo, SP",Correios,,Aguardando Processamento,3,Book Haven,67.116.987/0001-64,(21) 98954-8859,"Rua dos Livros, 300 - Curitiba, PR",,,
352,51,Zara Fonseca,zara@email.com,354.269.776-20,(11) 91293-3283,7477,186,DVD Player,Eletrônicos,200.0,2,400.0,Boleto,Em Processamento,2025-01-16 13:38:25,"Alameda Santos, 300 - São Paulo, SP",Correios,,Aguardando Processamento,3,Book Haven,67.116.987/0001-64,(21) 98954-8859,"Rua dos Livros, 300 - Curitiba, PR",,,
353,24,Yasmin Barbosa,yasmin@email.com,662.323.364-29,(11) 97938-8753,6826,274,Massageador,Beleza,300.0,2,600.0,Cartão de Crédito,Em Processamento,2025-02-08 13:38:25,"Rua das Dálias, 159 - Juiz de Fora, MG",Correios,,Aguardando Processamento,7,Home & Design,14.739.582/0001-90,(89) 94726-6982,"Av. da Decoração, 700 - Recife, PE",,,
354,24,Yasmin Barbosa,yasmin@email.com,662.323.364-29,(11) 97938-8753,6826,282,Bicicleta Ergométrica,Esportes,2000.0,3,6000.0,Boleto,Em Processamento,2025-02-08 13:38:25,"Rua das Dálias, 159 - Juiz de Fora, MG",Correios,,Aguardando Processamento,7,Home & Design,14.739.582/0001-90,(89) 94726-6982,"Av. da Decoração, 700 - Recife, PE",,,
355,32,Gabriela Duarte,gabriela@email.com,113.327.924-17,(11) 99944-9878,4942,262,Aquecedor de Ambiente,Eletrodomésticos,300.0,1,300.0,Boleto,Cancelado,2024-12-24 13:38:25,"Av. Paulista, 1000 - São Paulo, SP",Correios,,Cancelado,19,Eco Store,27.594.831/0001-42,(47) 93059-6818,"Av. Sustentável, 1900 - Belém, PA",,,
356,32,Gabriela Duarte,gabriela@email.com,113.327.924-17,(11) 99944-9878,4942,230,Hub Casa Inteligente,Casa Inteligente,500.0,1,500.0,Pix,Cancelado,2024-12-24 13:38:25,"Av. Paulista, 1000 - São Paulo, SP",Correios,,Cancelado,19,Eco Store,27.594.831/0001-42,(47) 93059-6818,"Av. Sustentável, 1900 - Belém, PA",,,
357,84,Guilherme Machado,guilherme@email.com,719.273.141-25,(11) 98605-6533,3406,126,Cafeteira,Eletrodomésticos,350.0,4,1400.0,Pix,Em Processamento,2024-12-30 13:38:25,"Avenida Beira Mar, 1200 - Fortaleza, CE",DHL,,Aguardando Processamento,2,Gadget World,65.362.272/0001-33,(54) 95918-9988,"Av. dos Acessórios, 200 - Rio de Janeiro, RJ",,,
358,84,Guilherme Machado,guilherme@email.com,719.273.141-25,(11) 98605-6533,3406,201,Cooler para Processador,Informática,200.0,5,1000.0,Cartão de Crédito,Em Processamento,2024-12-30 13:38:25,"Avenida Beira Mar, 1200 - Fortaleza, CE",DHL,,Aguardando Processamento,2,Gadget World,65.362.272/0001-33,(54) 95918-9988,"Av. dos Acessórios, 200 - Rio de Janeiro, RJ",,,
359,72,Ulisses Barros,ulisses@email.com,972.249.614-57,(11) 92624-5058,3804,290,Anilha,Esportes,150.0,5,750.0,Pix,Em Processamento,2025-02-09 13:38:25,"Av. Central, 500 - Rio de Janeiro, RJ",DHL,,Aguardando Processamento,19,Eco Store,27.594.831/0001-42,(47) 93059-6818,"Av. Sustentável, 1900 - Belém, PA",,,
360,23,Xavier Gomes,xavier@email.com,655.412.896-68,(11) 92987-2107,7703,228,Tomada Inteligente,Casa Inteligente,120.0,5,600.0,Boleto,Enviado,2025-03-03 13:38:25,"Rua das Rosas, 159 - Porto Velho, RO",DHL,TRK77039099,Em Trânsito,2,Gadget World,65.362.272/0001-33,(54) 95918-9988,"Av. dos Acessórios, 200 - Rio de Janeiro, RJ",2025-03-05,,
361,23,Xavier Gomes,xavier@email.com,655.412.896-68,(11) 92987-2107,7703,272,Aparador de Pelos,Beleza,150.0,4,600.0,Cartão de Crédito,Enviado,2025-03-03 13:38:25,"Rua das Rosas, 159 - Porto Velho, RO",DHL,TRK77039099,Em Trânsito,2,Gadget World,65.362.272/0001-33,(54) 95918-9988,"Av. dos Acessórios, 200 - Rio de Janeiro, RJ",2025-03-05,,
362,23,Xavier Gomes,xavier@email.com,655.412.896-68,(11) 92987-2107,7703,270,Escova Elétrica,Beleza,300.0,2,600.0,Boleto,Enviado,2025-03-03 13:38:25,"Rua das Rosas, 159 - Porto Velho, RO",DHL,TRK77039099,Em Trânsito,2,Gadget World,65.362.272/0001-33,(54) 95918-9988,"Av. dos Acessórios, 200 - Rio de Janeiro, RJ",2025-03-05,,
363,23,Xavier Gomes,xavier@email.com,655.412.896-68,(11) 92987-2107,7703,133,Perfume,Beleza,280.0,1,280.0,Cartão de Crédito,Enviado,2025-03-03 13:38:25,"Rua das Rosas, 159 - Porto Velho, RO",DHL,TRK77039099,Em Trânsito,2,Gadget World,65.362.272/0001-33,(54) 95918-9988,"Av. dos Acessórios, 200 - Rio de Janeiro, RJ",2025-03-05,,
364,5,Eduardo Lima,eduardo@email.com,114.326.735-68,(11) 97788-7005,2559,102,Notebook,Eletrônicos,3500.0,2,7000.0,Cartão de Crédito,Enviado,2025-02-17 13:38:25,"Rua dos Ipês, 890 - Brasília, DF",Correios,TRK25593187,Em Trânsito,3,Book Haven,67.116.987/0001-64,(21) 98954-8859,"Rua dos Livros, 300 - Curitiba, PR",2025-02-19,,
365,5,Eduardo Lima,eduardo@email.com,114.326.735-68,(11) 97788-7005,2559,223,Sensor de Movimento,Segurança,150.0,2,300.0,Boleto,Enviado,2025-02-17 13:38:25,"Rua dos Ipês, 890 - Brasília, DF",Correios,TRK25593187,Em Trânsito,3,Book Haven,67.116.987/0001-64,(21) 98954-8859,"Rua dos Livros, 300 - Curitiba, PR",2025-02-19,,
366,5,Eduardo Lima,eduardo@email.com,114.326.735-68,(11) 97788-7005,2559,243,Vaso Decorativo,Casa e Decoração,150.0,5,750.0,Pix,Enviado,2025-02-17 13:38:25,"Rua dos Ipês, 890 - Brasília, DF",Correios,TRK25593187,Em Trânsito,3,Book Haven,67.116.987/0001-64,(21) 98954-8859,"Rua dos Livros, 300 - Curitiba, PR",2025-02-19,,
367,5,Eduardo Lima,eduardo@email.com,114.326.735-68,(11) 97788-7005,2559,256,Difusor de Aromas,Casa e Decoração,120.0,2,240.0,Pix,Enviado,2025-02-17 13:38:25,"Rua dos Ipês, 890 - Brasília, DF",Correios,TRK25593187,Em Trânsito,3,Book Haven,67.116.987/0001-64,(21) 98954-8859,"Rua dos Livros, 300 - Curitiba, PR",2025-02-19,,
368,27,Bernardo Teixeira,bernardo@email.com,343.436.658-28,(11) 99522-4417,5169,275,Balança Digital,Saúde,100.0,2,200.0,Boleto,Aprovado,2025-01-14 13:38:25,"Praça da Liberdade, 45 - Belo Horizonte, MG",DHL,TRK51698747,Em Separação,2,Gadget World,65.362.272/0001-33,(54) 95918-9988,"Av. dos Acessórios, 200 - Rio de Janeiro, RJ",,,
369,90,Marcelo Borges,marcelo@email.com,434.130.237-54,(11) 93854-2111,6075,146,Estante,Móveis,600.0,5,3000.0,Pix,Entregue,2025-01-12 13:38:25,"Rua dos Jasmins, 963 - Sorocaba, SP",DHL,TRK60758056,Entregue,8,Music Pro,29.481.637/0001-52,(65) 95026-2535,"Rua dos Instrumentos, 800 - Brasília, DF",2025-01-17,2,Atendimento pós-venda ruim.
370,28,Camila Ribeiro,camila@email.com,863.706.202-59,(11) 99709-4232,8381,284,Remo,Esportes,3000.0,1,3000.0,Boleto,Entregue,2025-01-27 13:38:25,"Av. Sete de Setembro, 951 - Cuiabá, MT",FedEx,TRK83812890,Entregue,16,Smart Home,18.635.924/0001-56,(86) 92910-2065,"Rua da Automação, 1600 - Campo Grande, MS",2025-02-02,4,Atendimento pós-venda excelente.
371,28,Camila Ribeiro,camila@email.com,863.706.202-59,(11) 99709-4232,8381,259,Ventilador de Mesa,Eletrodomésticos,150.0,2,300.0,Pix,Entregue,2025-01-27 13:38:25,"Av. Sete de Setembro, 951 - Cuiabá, MT",FedEx,TRK83812890,Entregue,16,Smart Home,18.635.924/0001-56,(86) 92910-2065,"Rua da Automação, 1600 - Campo Grande, MS",2025-02-02,3,"Produto regular, atendimento básico."
372,28,Camila Ribeiro,camila@email.com,863.706.202-59,(11) 99709-4232,8381,123,Raquete de Tênis,Esportes,350.0,1,350.0,Pix,Entregue,2025-01-27 13:38:25,"Av. Sete de Setembro, 951 - Cuiabá, MT",FedEx,TRK83812890,Entregue,16,Smart Home,18.635.924/0001-56,(86) 92910-2065,"Rua da Automação, 1600 - Campo Grande, MS",2025-02-02,5,Produto com ótima qualidade.
373,28,Camila Ribeiro,camila@email.com,863.706.202-59,(11) 99709-4232,8381,288,Faixa Elástica,Esportes,50.0,5,250.0,Cartão de Crédito,Entregue,2025-01-27 13:38:25,"Av. Sete de Setembro, 951 - Cuiabá, MT",FedEx,TRK83812890,Entregue,16,Smart Home,18.635.924/0001-56,(86) 92910-2065,"Rua da Automação, 1600 - Campo Grande, MS",2025-02-02,3,"Produto regular, atendimento básico."
374,35,João Carvalho,joao@email.com,602.297.137-19,(11) 93507-2037,6203,178,Cervejeira,Eletrodomésticos,2000.0,5,10000.0,Cartão de Crédito,Em Processamento,2025-03-02 13:38:25,"Rua das Margaridas, 765 - Vitória, ES",Transportadora Local,,Aguardando Processamento,19,Eco Store,27.594.831/0001-42,(47) 93059-6818,"Av. Sustentável, 1900 - Belém, PA",,,
375,35,João Carvalho,joao@email.com,602.297.137-19,(11) 93507-2037,6203,232,Robô Aspirador,Casa Inteligente,2000.0,1,2000.0,Boleto,Em Processamento,2025-03-02 13:38:25,"Rua das Margaridas, 765 - Vitória, ES",Transportadora Local,,Aguardando Processamento,19,Eco Store,27.594.831/0001-42,(47) 93059-6818,"Av. Sustentável, 1900 - Belém, PA",,,
376,35,João Carvalho,joao@email.com,602.297.137-19,(11) 93507-2037,6203,122,Bola de Futebol,Esportes,120.0,1,120.0,Cartão de Crédito,Em Processamento,2025-03-02 13:38:25,"Rua das Margaridas, 765 - Vitória, ES",Transportadora Local,,Aguardando Processamento,19,Eco Store,27.594.831/0001-42,(47) 93059-6818,"Av. Sustentável, 1900 - Belém, PA",,,
377,35,João Carvalho,joao@email.com,602.297.137-19,(11) 93507-2037,6203,139,Quadro Decorativo,Casa e Decoração,150.0,4,600.0,Cartão de Crédito,Em Processamento,2025-03-02 13:38:25,"Rua das Margaridas, 765 - Vitória, ES",Transportadora Local,,Aguardando Processamento,19,Eco Store,27.594.831/0001-42,(47) 93059-6818,"Av. Sustentável, 1900 - Belém, PA",,,
378,91,Nicole Monteiro,nicole@email.com,194.263.977-37,(11) 91388-1588,6022,211,Suporte para Celular,Acessórios,50.0,5,250.0,Boleto,Entregue,2025-01-16 13:38:25,"Rua XV de Novembro, 200 - Curitiba, PR",FedEx,TRK60229124,Entregue,11,Fashion Hub,61.294.837/0001-45,(98) 93821-9809,"Av. da Moda, 1100 - Goiânia, GO",2025-01-20,2,Produto com ruídos estranhos.
379,91,Nicole Monteiro,nicole@email.com,194.263.977-37,(11) 91388-1588,6022,295,Luva de Boxe,Esportes,200.0,3,600.0,Pix,Entregue,2025-01-16 13:38:25,"Rua XV de Novembro, 200 - Curitiba, PR",FedEx,TRK60229124,Entregue,11,Fashion Hub,61.294.837/0001-45,(98) 93821-9809,"Av. da Moda, 1100 - Goiânia, GO",2025-01-20,1,Entrega em local errado.
380,39,Nicolas Sousa,nicolas@email.com,765.273.807-79,(11) 92331-1553,4382,225,Kit Segurança,Segurança,1500.0,5,7500.0,Pix,Enviado,2025-01-15 13:38:25,"Av. Paulista, 1000 - São Paulo, SP",FedEx,TRK43824461,Em Trânsito,15,Art Gallery,94.267.581/0001-37,(17) 97147-6158,"Av. das Artes, 1500 - João Pessoa, PB",2025-01-18,,
381,39,Nicolas Sousa,nicolas@email.com,765.273.807-79,(11) 92331-1553,4382,222,Fechadura Digital,Segurança,800.0,4,3200.0,Boleto,Enviado,2025-01-15 13:38:25,"Av. Paulista, 1000 - São Paulo, SP",FedEx,TRK43824461,Em Trânsito,15,Art Gallery,94.267.581/0001-37,(17) 97147-6158,"Av. das Artes, 1500 - João Pessoa, PB",2025-01-18,,
382,39,Nicolas Sousa,nicolas@email.com,765.273.807-79,(11) 92331-1553,4382,184,Projetor,Eletrônicos,2500.0,3,7500.0,Boleto,Enviado,2025-01-15 13:38:25,"Av. Paulista, 1000 - São Paulo, SP",FedEx,TRK43824461,Em Trânsito,15,Art Gallery,94.267.581/0001-37,(17) 97147-6158,"Av. das Artes, 1500 - João Pessoa, PB",2025-01-18,,
383,39,Nicolas Sousa,nicolas@email.com,765.273.807-79,(11) 92331-1553,4382,142,Jogo Digital,Games,299.9,2,599.8,Boleto,Enviado,2025-01-15 13:38:25,"Av. Paulista, 1000 - São Paulo, SP",FedEx,TRK43824461,Em Trânsito,15,Art Gallery,94.267.581/0001-37,(17) 97147-6158,"Av. das Artes, 1500 - João Pessoa, PB",2025-01-18,,
384,22,Wanda Ferreira,wanda@email.com,438.211.478-46,(11) 98605-9888,1474,161,Mixer,Eletrodomésticos,150.0,2,300.0,Pix,Cancelado,2025-01-18 13:38:25,"Av. Atlântica, 741 - Volta Redonda, RJ",Correios,,Cancelado,12,Gourmet Express,37.582.916/0001-84,(29) 99057-6265,"Rua da Gastronomia, 1200 - Florianópolis, SC",,,
385,22,Wanda Ferreira,wanda@email.com,438.211.478-46,(11) 98605-9888,1474,125,Liquidificador,Eletrodomésticos,200.0,5,1000.0,Pix,Cancelado,2025-01-18 13:38:25,"Av. Atlântica, 741 - Volta Redonda, RJ",Correios,,Cancelado,12,Gourmet Express,37.582.916/0001-84,(29) 99057-6265,"Rua da Gastronomia, 1200 - Florianópolis, SC",,,
386,22,Wanda Ferreira,wanda@email.com,438.211.478-46,(11) 98605-9888,1474,195,Processador,Informática,2000.0,3,6000.0,Boleto,Cancelado,2025-01-18 13:38:25,"Av. Atlântica, 741 - Volta Redonda, RJ",Correios,,Cancelado,12,Gourmet Express,37.582.916/0001-84,(29) 99057-6265,"Rua da Gastronomia, 1200 - Florianópolis, SC",,,
387,22,Wanda Ferreira,wanda@email.com,438.211.478-46,(11) 98605-9888,1474,288,Faixa Elástica,Esportes,50.0,3,150.0,Pix,Cancelado,2025-01-18 13:38:25,"Av. Atlântica, 741 - Volta Redonda, RJ",Correios,,Cancelado,12,Gourmet Express,37.582.916/0001-84,(29) 99057-6265,"Rua da Gastronomia, 1200 - Florianópolis, SC",,,
388,45,Tiago Ramos,tiago@email.com,809.949.754-40,(11) 93157-3884,4359,257,Umidificador de Ar,Casa e Decoração,150.0,2,300.0,Boleto,Cancelado,2025-02-19 13:38:25,"Av. Presidente Vargas, 369 - Belém, PA",Transportadora Local,,Cancelado,8,Music Pro,29.481.637/0001-52,(65) 95026-2535,"Rua dos Instrumentos, 800 - Brasília, DF",,,
389,60,Ivan Sampaio,ivan@email.com,591.711.805-79,(11) 93341-3579,8607,290,Anilha,Esportes,150.0,3,450.0,Boleto,Cancelado,2025-02-18 13:38:25,"Av. das Araucárias, 852 - Londrina, PR",Transportadora Local,,Cancelado,19,Eco Store,27.594.831/0001-42,(47) 93059-6818,"Av. Sustentável, 1900 - Belém, PA",,,
